FullName,Pace_Total,Shooting_Total,Passing_Total,Dribbling_Total,Defending_Total,Physicality_Total,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,LongPassing,BallControl,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Goalkeeper_Diving,Goalkeeper_Handling, GoalkeeperKicking,Goalkeeper_Positioning,Goalkeeper_Reflexes,ST_Rating,LW_Rating,LF_Rating,CF_Rating,RF_Rating,RW_Rating,CAM_Rating,LM_Rating,CM_Rating,RM_Rating,LWB_Rating,CDM_Rating,RWB_Rating,LB_Rating,CB_Rating,RB_Rating,GK_Rating
Hampus Gustafsson,55,52,52,55,39,53,13,9,14,29,10,12,13,12,27,17,39,38,41,36,39,39,49,25,52,9,22,16,9,36,15,36,12,13,13,55,52,52,53,55,23,21,22,22,22,21,25,24,25,24,23,25,23,23,24,23,54
Tim van Assema,56,23,33,38,53,54,29,17,50,40,22,31,25,25,35,40,54,58,48,48,54,36,70,35,65,22,48,50,24,28,31,36,52,56,54,7,5,12,10,10,38,35,35,35,35,35,37,38,39,38,47,48,47,49,55,49,15
Scott van der Sluis,53,55,52,50,27,52,11,5,13,18,6,9,10,14,24,14,27,26,22,47,48,39,59,22,59,9,19,14,7,48,12,21,7,14,13,53,55,52,52,50,21,18,20,20,20,18,23,22,24,22,20,23,20,20,23,20,54
Curtis Davies,64,45,52,55,40,57,45,42,40,56,46,53,45,42,55,54,65,64,65,48,70,50,55,68,55,46,47,40,50,54,45,48,37,42,40,10,12,15,8,6,52,53,52,52,52,53,55,56,55,56,52,51,52,50,47,50,16
Shaowen Liang,71,50,40,48,51,63,26,48,55,41,44,42,42,58,36,50,72,70,71,49,45,59,51,59,73,49,47,52,43,48,56,46,50,51,50,6,9,9,5,12,54,48,49,49,49,48,50,49,48,49,51,51,51,53,55,53,15
Babajide Adeeko,68,42,51,58,46,52,41,41,41,57,41,56,43,42,54,54,65,71,74,54,70,47,66,57,49,39,50,49,44,53,44,55,43,49,40,13,11,7,10,14,51,53,52,52,52,53,56,56,55,56,53,53,53,53,50,53,18
Jiamin Xu,56,52,49,54,36,49,19,17,15,22,18,21,19,14,23,12,36,36,39,46,44,37,37,42,41,18,14,20,15,35,23,29,19,16,14,56,52,49,49,54,26,24,24,24,24,24,26,27,26,27,26,25,26,26,24,26,54
Federico Brancolini,48,54,60,51,25,55,14,7,10,29,8,5,14,11,27,11,21,32,30,45,26,45,37,22,59,7,27,8,8,38,18,25,5,10,11,48,54,60,55,51,22,18,19,19,19,18,23,21,24,21,20,23,20,19,21,19,54
Rohan Luthra,50,49,47,59,24,53,12,6,10,20,7,8,13,12,26,10,20,31,32,47,25,35,42,25,60,6,16,11,4,29,12,21,5,14,10,50,49,47,53,59,20,16,17,17,17,16,20,20,22,20,19,22,19,19,21,19,54
Didrik Hafstad,65,53,42,51,23,44,36,55,55,48,44,46,36,32,38,50,64,66,68,46,65,52,42,34,51,50,41,20,55,46,52,49,22,18,18,6,6,6,14,10,55,51,51,51,51,51,52,50,45,50,38,37,38,37,35,37,15
Nando Toggenburger,55,55,37,49,21,49,31,63,60,40,34,47,41,31,30,44,54,55,59,55,66,47,69,50,52,46,33,16,55,43,65,51,16,19,11,7,8,14,7,11,55,48,50,50,50,48,49,48,43,48,36,34,36,35,34,35,16
Ki Pyo Kwon,59,51,42,55,27,48,43,54,53,45,40,58,35,26,36,50,58,59,50,51,78,46,66,60,49,45,28,14,62,46,63,47,40,17,14,13,7,14,12,5,55,52,53,53,53,52,53,54,47,54,41,38,41,39,36,39,16
Magnus Isager,60,33,50,53,49,54,45,32,40,56,39,50,36,33,54,55,58,62,61,43,66,36,60,60,48,31,58,52,42,48,22,44,46,54,50,9,13,11,9,13,46,49,47,47,47,49,51,52,53,52,54,54,54,54,52,54,17
Anders Hartveit Ryste,74,52,40,52,21,53,31,55,48,48,42,48,40,28,32,50,75,73,72,45,72,53,67,48,65,50,26,18,52,42,48,43,20,17,17,13,6,14,6,11,55,51,52,52,52,51,52,51,45,51,39,36,39,38,35,38,15
Kai Fotheringham,66,46,51,54,38,44,41,43,45,55,46,52,54,44,54,53,64,67,65,45,68,49,50,52,42,46,39,32,48,55,49,52,36,40,38,13,12,5,9,12,51,52,51,51,51,52,55,54,52,54,48,47,48,47,43,47,17
Dylan Durivaux,66,29,33,47,52,52,39,31,42,30,24,51,31,29,31,35,69,63,59,51,71,22,62,61,46,24,51,48,46,33,41,36,53,56,57,9,5,9,10,13,42,43,41,41,41,43,42,46,41,46,51,47,51,53,52,53,16
James Carragher,57,25,30,37,52,65,21,21,53,38,25,29,29,23,31,39,50,63,48,47,52,36,54,58,75,19,50,51,32,26,38,46,51,54,52,13,14,13,10,6,40,35,35,35,35,35,36,38,39,38,48,48,48,50,55,50,17
Alessandro Circati,60,27,34,37,52,62,31,24,47,43,25,29,31,27,27,41,61,59,43,49,54,38,69,59,66,22,53,55,24,30,36,44,50,54,51,11,12,7,5,13,40,37,36,36,36,37,38,41,40,41,50,50,50,52,55,52,16
Scott Smith,63,45,52,54,46,57,50,43,44,55,38,52,43,37,54,54,62,63,55,48,83,51,55,65,55,46,54,46,48,53,46,41,40,52,50,13,7,9,13,13,52,52,51,51,51,52,54,55,55,55,54,54,54,54,51,54,17
Dong Xu,61,25,33,45,52,61,47,22,38,25,25,48,31,30,29,34,73,52,56,45,60,27,64,70,61,24,51,49,47,36,34,38,44,64,60,13,8,10,12,12,40,42,39,39,39,42,40,45,40,45,52,47,52,53,53,53,17
Antoine Gauthier,63,45,55,57,40,44,42,43,48,62,48,58,55,52,57,53,66,61,60,54,65,48,53,45,41,41,50,35,55,53,51,60,40,39,48,13,15,11,7,12,53,54,54,54,54,54,57,56,55,56,50,50,50,50,47,50,18
Gaoussou Samaké,67,39,41,55,48,53,46,39,44,44,33,55,37,33,35,53,66,67,63,49,68,40,58,57,51,38,54,45,50,37,38,40,47,52,50,7,13,13,9,8,50,50,49,49,49,50,50,52,48,52,53,49,53,53,51,53,16
Erik Centeno,63,35,40,50,47,46,50,40,37,45,23,50,31,28,21,45,60,65,56,52,79,28,60,57,39,27,47,51,49,40,39,40,37,54,54,12,13,12,6,7,45,48,46,46,46,48,47,50,45,50,53,47,53,53,49,53,16
Ollie Battersby,50,53,53,54,28,54,11,8,10,23,6,9,10,13,21,12,33,20,24,43,28,40,30,19,37,9,18,14,5,28,14,23,6,10,12,50,53,53,54,54,20,17,18,18,18,17,21,20,21,20,19,20,19,19,19,19,54
Gyeong Jun Byun,74,52,45,53,25,48,49,50,42,45,54,57,49,33,39,48,73,74,56,38,63,63,42,52,54,45,29,26,56,49,48,44,20,23,30,10,7,12,10,11,55,53,52,52,52,53,52,54,47,54,44,38,44,42,36,42,15
Joseph Gbode,78,49,34,49,18,65,29,50,52,39,39,47,35,30,28,45,70,85,61,47,68,56,79,65,79,43,26,18,48,37,49,41,12,14,15,8,7,8,12,5,55,48,49,49,49,48,48,49,42,49,39,34,39,38,35,38,14
Hisham Al Farhan,58,43,50,52,47,62,43,40,45,56,31,49,37,39,51,51,54,62,59,53,68,51,62,73,59,44,58,51,49,52,40,46,43,49,47,14,5,8,8,7,51,50,50,50,50,50,53,54,55,54,54,55,54,54,53,54,15
Charlie Finney,72,44,52,54,43,44,44,41,43,56,37,51,44,41,55,53,74,70,62,51,68,43,52,53,38,53,47,47,51,55,40,50,44,42,39,14,6,7,12,7,51,53,53,53,53,53,56,56,55,56,52,51,52,51,47,51,16
Raphael Radtke,60,55,48,51,28,48,15,8,14,26,10,8,11,10,25,10,34,20,23,42,36,36,52,28,48,9,31,8,7,33,12,35,9,13,13,60,55,48,48,51,21,17,18,18,18,17,22,21,23,21,20,23,20,20,22,20,54
Frederik Rahn,61,35,40,47,48,52,49,27,36,42,35,43,37,34,28,48,68,55,53,53,60,46,48,55,53,38,46,48,44,39,41,41,45,54,52,6,12,10,13,11,45,46,44,44,44,46,46,48,45,48,52,48,52,53,50,53,17
Angelo Bačić,56,42,51,60,44,50,39,36,47,62,41,62,33,40,57,60,59,53,64,55,60,55,61,34,55,41,54,46,47,44,47,38,38,45,49,9,10,15,14,8,52,53,53,53,53,53,56,55,55,55,51,53,51,50,51,50,17
Mehmet Albayrak,53,34,41,46,53,56,32,28,59,49,23,42,29,36,47,49,52,54,55,46,53,51,57,50,58,35,59,49,25,36,38,42,50,55,53,11,7,13,15,11,44,41,41,41,41,41,44,44,46,44,50,52,50,52,55,52,17
Federico Giraudo,61,28,33,46,54,69,43,31,41,31,22,51,30,29,25,34,61,61,58,49,56,26,57,58,80,22,56,52,42,32,34,36,48,63,61,9,10,6,13,8,43,42,40,40,40,42,41,45,40,45,52,49,52,53,57,53,16
Keita Suzuki,63,34,40,48,51,52,46,34,33,35,32,49,35,39,37,38,60,65,58,53,70,30,60,64,47,34,49,55,45,44,35,43,51,53,50,6,11,14,9,13,43,45,43,43,43,45,45,48,45,48,53,49,53,53,51,53,17
Szymon Weirauch,53,54,51,55,32,52,11,11,14,23,8,6,12,11,28,15,31,33,31,38,25,38,41,26,60,8,18,14,7,37,16,22,6,11,12,53,54,51,52,55,22,18,19,19,19,18,23,22,24,22,20,23,20,20,22,20,54
Gabriel Kirejczyk,49,54,38,44,26,69,33,58,57,41,43,46,37,22,33,47,46,51,33,45,32,58,62,55,82,42,54,22,53,45,55,45,21,24,22,5,8,8,10,8,55,46,49,49,49,46,48,48,44,48,38,39,38,37,41,37,14
Joel Tabiner,66,50,54,58,45,47,48,50,39,58,48,57,50,45,55,54,68,64,77,50,73,48,59,46,47,54,45,44,46,54,45,53,44,49,45,6,7,5,9,6,53,55,54,54,54,55,57,56,55,56,53,52,53,52,49,52,14
Emmanuel Fernandez,59,23,28,33,55,62,22,17,48,32,26,28,27,30,22,30,58,60,51,46,46,35,72,64,66,22,47,49,22,30,34,37,53,60,61,14,8,6,13,12,36,32,32,32,32,32,33,36,36,36,48,47,48,51,55,51,17
Ben Bottomley,54,53,54,54,24,52,14,6,11,23,6,14,10,10,21,10,26,21,26,45,56,41,51,26,45,5,24,7,4,26,15,39,9,12,12,54,53,54,52,54,20,17,18,18,18,17,20,20,21,20,20,21,20,19,20,19,54
Gustav Mortensen,69,26,38,53,47,51,47,25,39,40,24,53,28,26,25,48,70,68,67,50,72,25,64,53,47,23,53,51,42,43,36,45,43,48,54,13,14,13,12,6,43,47,44,44,44,47,47,50,44,50,53,47,53,53,50,53,18
Taoyu Piao,71,44,54,57,41,53,49,41,35,61,39,55,48,42,60,58,74,68,61,51,75,49,51,58,54,45,43,39,46,47,42,56,38,47,38,7,9,11,12,14,52,53,53,53,53,53,53,53,53,53,53,52,53,52,47,52,17
Will Richmond,70,42,46,55,24,50,56,47,35,51,39,54,34,28,32,52,72,69,74,36,68,41,31,49,59,32,35,19,48,46,30,44,21,27,25,15,10,9,5,10,50,53,49,49,49,53,52,54,45,54,44,38,44,41,35,41,15
Atem Dor Jok,73,51,42,48,19,55,29,50,54,48,42,45,37,48,45,47,72,74,64,51,52,52,63,54,66,52,25,10,51,42,56,46,19,13,18,9,8,14,7,10,55,50,51,51,51,50,52,51,46,51,38,36,38,37,34,37,15
Joe Whitworth,56,57,56,59,24,42,13,8,12,25,5,9,13,14,19,10,20,29,32,39,45,42,64,17,54,8,22,14,4,25,18,37,6,11,10,56,57,56,42,59,21,16,17,17,17,16,20,19,20,19,19,21,19,18,22,18,54
Harvey Bunker,58,47,51,54,50,59,39,45,47,56,32,52,48,54,55,55,59,57,55,52,64,52,52,61,63,50,46,48,48,51,46,47,50,53,51,12,7,8,9,15,53,51,52,52,52,51,55,54,55,54,54,55,54,54,54,54,17
Joel Cotterill,59,43,53,52,47,54,46,33,49,60,40,51,50,40,57,50,66,54,56,54,65,63,60,55,52,43,57,44,57,51,38,40,49,48,45,14,13,15,11,6,52,51,52,52,52,51,54,55,55,55,53,54,53,52,52,52,18
Nelson Quiñónes,63,50,46,57,33,43,51,47,34,46,44,57,44,33,37,58,63,63,57,48,73,59,42,45,47,51,30,23,50,49,42,50,44,33,23,11,6,9,9,8,53,53,53,53,53,53,54,54,48,54,45,42,45,43,39,43,15
Noé Lebreton,66,40,49,48,50,55,39,33,54,54,42,46,39,36,51,45,63,68,56,54,67,51,57,61,49,41,61,47,51,53,41,42,43,57,55,7,5,7,10,9,50,49,49,49,49,49,52,52,53,52,54,54,54,55,54,55,15
Cody Johnson,68,46,52,55,47,55,48,44,40,55,42,53,47,42,53,56,68,68,64,48,66,51,63,54,59,48,43,49,47,54,48,51,44,51,47,14,6,7,10,7,52,54,52,52,52,54,56,56,55,56,54,53,54,54,51,54,15
Owen Wolff,66,38,45,59,28,42,60,34,35,39,41,57,40,33,42,65,67,65,54,36,77,48,46,47,42,32,35,20,44,49,52,46,29,29,35,10,10,13,9,6,47,51,49,49,49,51,51,54,46,54,45,40,45,43,36,43,14
Dalibor Markovic,56,23,42,52,49,56,49,20,39,48,22,54,30,22,42,48,62,51,60,47,62,26,52,63,53,21,56,48,38,32,29,42,48,53,50,8,11,14,14,8,41,45,42,42,42,45,45,49,46,49,53,51,53,53,51,53,16
Taher Al Hajji,56,53,55,55,36,51,14,8,15,33,9,11,15,12,30,15,38,33,39,40,46,41,60,20,36,10,24,10,7,36,17,33,8,9,8,56,53,55,51,55,23,21,21,21,21,21,25,24,25,24,21,23,21,20,20,20,54
George Marks,58,55,59,54,27,51,14,5,13,15,7,14,14,14,28,19,27,28,36,33,43,44,57,26,46,9,25,13,8,26,16,21,8,14,12,58,55,59,51,54,21,18,18,18,18,18,21,21,22,21,20,22,20,20,21,20,54
José Ardila,66,45,55,58,38,50,45,44,46,62,44,57,50,47,56,55,63,68,67,55,74,56,59,51,52,33,39,27,51,54,51,53,39,40,46,12,8,5,5,8,54,54,54,54,54,54,57,57,55,57,51,49,51,50,46,50,15
Matteo Arena,62,27,35,39,52,64,26,24,50,44,23,33,31,28,31,42,63,62,47,44,56,43,67,60,70,18,51,49,26,36,38,38,56,50,49,8,14,5,12,15,41,38,38,38,38,38,40,42,41,42,49,49,49,51,55,51,17
Hazim Al Zahrani,67,30,43,54,49,51,53,25,42,43,27,55,47,36,39,47,69,66,70,49,68,36,43,44,58,29,46,51,50,36,33,42,46,53,52,7,11,7,15,11,46,49,46,46,46,49,48,51,46,51,53,49,53,53,52,53,17
Luca Sonzogni,56,49,55,56,38,51,7,6,6,27,5,7,12,11,20,13,34,43,30,47,50,41,68,34,51,5,34,6,6,29,15,32,5,9,8,56,49,55,51,56,22,18,20,20,20,18,22,22,22,22,21,22,21,20,21,20,54
Andrei Jercălău,54,57,58,57,21,47,13,7,12,16,5,10,12,14,29,12,25,15,26,35,49,44,65,35,42,7,19,13,5,31,17,31,8,13,14,54,57,58,47,57,19,15,16,16,16,15,19,19,22,19,19,22,19,19,20,19,54
Michael Wyparło,60,35,44,53,51,62,32,31,49,55,34,54,41,45,43,51,58,62,53,53,55,47,61,57,67,29,57,54,35,38,42,46,48,52,52,7,15,10,12,6,48,46,46,46,46,46,49,50,50,50,53,54,53,54,56,54,17
Jaime Siaj,60,54,37,48,19,61,28,56,59,40,39,49,35,31,26,45,64,57,54,45,47,54,68,51,78,55,28,16,45,49,57,40,11,18,12,6,12,14,6,11,54,48,49,49,49,48,49,48,43,48,35,33,35,34,35,34,15
Tega Ikoba,73,50,34,44,21,62,20,54,58,42,48,42,27,20,30,44,66,79,48,46,39,50,69,36,80,39,50,16,54,44,57,48,19,15,17,15,8,9,10,11,55,47,49,49,49,47,48,47,41,47,35,35,35,35,38,35,17
Aidomo Emakhu,74,53,38,53,17,48,34,56,44,41,46,51,43,26,31,53,75,73,63,53,42,53,64,54,50,47,30,14,54,44,62,52,11,17,13,8,9,9,11,6,55,53,53,53,53,53,52,53,45,53,39,34,39,37,31,37,15
Magnus Nielsen,54,50,52,55,28,52,13,7,31,25,5,9,10,14,35,10,25,32,36,45,47,39,54,17,46,9,19,10,5,47,14,38,8,13,15,54,50,52,52,55,23,18,20,20,20,18,24,22,26,22,20,23,20,21,23,21,54
Anton Sorenson,63,26,41,50,50,48,42,23,44,46,24,49,28,30,37,37,68,58,79,49,88,24,58,62,40,28,48,47,37,40,36,35,48,56,53,11,7,9,13,12,40,44,41,41,41,44,45,47,45,47,52,49,52,53,51,53,17
Alexandru Crivac,71,39,47,47,53,51,32,36,41,55,53,38,30,31,48,58,73,70,67,37,48,54,66,58,56,33,28,53,23,54,27,40,54,55,51,12,8,14,5,12,46,46,46,46,46,46,50,49,51,49,54,54,54,54,53,54,15
Denechandra Meitei,66,32,43,50,48,59,48,26,35,44,28,49,45,36,43,45,67,66,66,45,71,42,75,60,61,36,47,46,32,37,32,36,50,51,53,7,13,11,6,7,43,45,42,42,42,45,45,48,46,48,53,50,53,53,52,53,14
Halik Abraham,66,41,51,57,44,58,41,40,43,56,44,60,46,39,55,54,67,66,62,56,55,45,56,58,60,35,52,42,44,52,45,50,44,44,45,8,9,12,10,10,52,53,52,52,52,53,55,56,54,56,53,53,53,52,50,52,17
Robert Jones,50,53,36,48,25,72,28,55,64,38,46,51,28,27,27,46,46,54,47,46,32,53,68,61,86,51,51,24,45,49,57,47,18,22,21,8,6,11,12,7,53,46,48,48,48,46,48,47,44,47,38,38,38,37,41,37,15
Parag Shrivas,64,28,40,45,48,63,51,27,35,43,24,52,34,29,25,31,64,64,53,47,64,29,59,65,67,24,52,47,46,37,39,37,48,53,51,14,7,6,8,14,42,44,41,41,41,44,43,48,42,48,52,47,52,52,52,52,16
Sadat Anaku,54,58,40,49,18,45,30,64,56,48,39,48,37,30,31,46,56,53,51,48,72,51,69,50,47,53,29,10,49,47,70,44,12,17,16,9,7,15,14,5,54,49,51,51,51,49,51,49,45,49,35,33,35,34,32,34,15
David Sala,61,36,47,50,47,53,37,33,42,58,38,46,34,37,54,54,59,62,55,53,66,45,60,48,56,35,52,45,30,39,39,39,41,54,53,6,7,10,10,7,46,46,46,46,46,46,49,50,51,50,52,53,52,52,52,52,15
Conor Brann,53,51,50,54,33,52,12,7,13,29,6,12,12,14,20,16,32,35,36,44,49,38,53,29,54,6,25,14,5,24,15,21,7,14,11,53,51,50,52,54,22,19,20,20,20,19,22,23,23,23,22,24,22,22,23,22,53
José Aguilar Martinez,62,40,51,55,50,43,41,36,50,59,28,51,39,40,52,54,63,62,72,54,83,51,57,51,34,37,54,52,38,51,48,45,46,50,53,8,10,9,8,12,49,50,50,50,50,50,54,53,54,53,54,54,54,54,52,54,16
Alexandru Utiu,55,52,53,55,26,50,13,7,11,28,5,14,10,12,28,16,28,22,35,33,44,40,56,19,31,5,25,7,8,24,13,29,8,10,12,55,52,53,50,55,20,18,18,18,18,18,22,21,22,21,19,21,19,18,19,18,53
Sam Tickle,52,51,52,54,24,52,12,6,11,19,6,13,13,10,18,10,22,28,31,41,50,39,56,19,57,7,28,12,7,25,16,36,6,10,13,52,51,52,52,54,21,16,17,17,17,16,19,19,19,19,18,20,18,18,22,18,53
Gustav Lillienberg,55,52,49,52,37,53,13,6,12,22,10,11,13,11,26,13,36,38,38,40,36,37,51,25,44,6,22,15,7,42,16,37,6,14,11,55,52,49,53,52,21,19,20,20,20,19,24,23,24,23,21,23,21,21,21,21,53
Jack Karadogan,64,43,50,55,43,53,40,42,41,55,38,51,40,44,50,57,66,63,69,51,67,44,44,56,53,47,50,44,51,53,38,43,39,47,42,8,12,8,9,9,51,53,52,52,52,53,55,55,54,55,51,51,51,51,48,51,16
Attilio Morosoli,53,52,51,52,29,50,11,10,12,28,7,8,13,15,16,12,34,22,37,44,50,38,52,28,41,11,15,11,7,33,11,36,6,13,13,53,52,51,50,52,21,18,19,19,19,18,23,21,23,21,21,21,21,20,20,20,53
Kristoffer Paulsen,54,25,30,31,55,52,25,19,45,32,25,22,28,30,24,30,52,55,43,43,57,42,65,34,60,18,49,54,27,35,41,46,54,58,59,9,12,14,11,8,36,31,32,32,32,31,33,34,35,34,45,46,45,48,54,48,16
Mamadou Jobe,67,23,32,39,51,61,21,17,48,39,26,32,27,26,33,36,68,66,61,48,55,30,74,50,71,22,48,50,27,33,39,46,51,52,50,13,11,13,14,6,39,36,36,36,36,36,38,40,39,40,47,48,47,50,54,50,17
Oliver Tipton,53,42,39,37,52,55,35,40,48,44,36,31,37,33,48,37,52,53,49,51,51,55,68,55,53,29,59,52,33,31,65,48,52,54,52,13,13,15,11,11,45,39,40,40,40,39,41,43,44,43,50,51,50,51,54,51,18
Ryun Seong Kim,61,35,41,48,46,48,51,29,38,42,31,51,35,30,46,38,64,59,56,51,68,56,53,58,39,26,59,49,51,32,36,35,46,46,51,13,14,12,10,13,46,46,44,44,44,46,45,49,45,49,52,48,52,52,49,52,19
Matt Gould,57,47,44,56,46,48,11,20,19,21,14,18,16,17,18,18,46,46,50,51,46,33,62,39,42,19,23,15,9,10,27,22,15,11,12,57,47,44,48,56,27,24,23,23,23,24,24,25,22,25,25,23,25,25,24,25,53
Dan Davies,73,33,39,48,47,58,44,34,42,40,25,44,34,26,40,42,72,74,70,52,67,32,59,63,57,30,53,47,40,38,32,43,48,47,46,13,7,7,12,5,45,46,44,44,44,46,46,49,45,49,52,49,52,52,51,52,16
Ross Fay,66,49,52,56,47,56,48,49,43,55,41,55,51,46,52,52,62,69,64,53,79,52,56,58,55,48,56,45,45,53,45,51,48,49,44,10,11,7,11,7,53,54,53,53,53,54,55,56,54,56,54,53,54,53,52,53,16
Seán McSweeney,51,51,52,52,35,52,47,52,51,54,46,52,53,54,51,51,52,51,59,53,49,53,54,55,52,48,49,22,56,51,53,53,44,31,26,15,6,6,9,9,54,52,52,52,52,52,54,54,52,54,45,45,45,44,43,44,16
Zac Guinan,62,51,37,47,16,54,30,52,51,42,43,44,36,30,27,48,61,63,53,49,64,56,64,52,57,46,48,15,53,46,57,46,11,10,12,15,13,11,7,11,54,48,50,50,50,48,49,48,43,48,35,33,35,34,32,34,18
Gavin Beavers,56,45,58,59,22,47,10,5,12,26,8,12,10,10,18,14,16,30,31,38,23,44,36,23,62,5,20,12,7,23,17,37,6,10,13,56,45,58,47,59,22,16,18,18,18,16,20,20,21,20,19,21,19,19,22,19,53
Hanru Guo,55,56,52,49,29,48,12,11,12,19,8,12,12,14,14,15,35,21,36,39,21,39,36,23,55,10,28,13,11,25,15,22,11,15,13,55,56,52,48,49,23,18,19,19,19,18,21,21,20,21,20,22,20,20,23,20,53
Matthew Connelly,52,50,49,53,19,52,13,6,13,27,8,6,10,13,20,19,22,15,41,47,49,37,56,22,42,5,25,10,5,29,12,26,8,10,14,52,50,49,52,53,20,17,18,18,18,17,22,20,23,20,20,22,20,19,21,19,53
Ahmed Longmire,63,25,29,29,53,64,21,21,41,34,27,22,24,27,27,28,62,64,47,41,43,31,66,56,77,24,43,49,23,30,39,37,51,61,54,11,13,15,15,11,36,32,31,31,31,32,33,35,36,35,47,46,47,49,54,49,18
Pawan Kumar,51,51,52,53,37,52,13,5,11,23,6,9,10,14,28,16,34,41,36,49,46,39,59,21,54,6,23,8,5,37,18,38,8,13,13,51,51,52,52,53,22,20,20,20,20,20,24,23,24,23,21,23,21,21,23,21,52
Sebastian Banozic,52,50,55,56,26,50,11,5,11,18,10,11,11,12,20,16,25,27,28,44,46,41,62,27,41,9,23,7,5,24,13,39,7,11,9,52,50,55,50,56,20,17,18,18,18,17,20,20,21,20,19,20,19,19,20,19,53
Cristian Maxim,71,26,38,48,47,58,42,24,37,38,28,47,33,32,33,44,72,70,67,51,47,29,56,60,59,22,52,47,42,41,39,36,44,52,48,7,13,8,13,5,43,45,43,43,43,45,45,48,44,48,52,48,52,52,50,52,16
James McManus,67,37,45,49,49,56,37,32,43,51,38,46,38,32,48,50,65,68,53,50,74,52,63,62,54,31,51,48,53,47,36,41,48,54,49,9,13,13,12,6,49,48,49,49,49,48,50,52,51,52,53,53,53,53,53,53,17
Till Streller,57,40,51,55,56,56,41,36,51,57,35,55,40,42,55,55,59,55,60,49,63,57,62,51,55,33,62,56,39,51,42,45,54,59,55,7,10,6,10,6,50,49,49,49,49,49,53,53,54,53,55,57,55,56,58,56,15
Sahil Tavora,70,48,48,50,49,64,49,46,43,49,51,45,48,47,47,48,69,71,66,50,75,50,59,63,67,52,59,49,47,44,43,43,50,49,48,5,6,14,14,13,52,51,50,50,50,51,51,53,51,53,54,53,54,54,54,54,16
Samba Lélé Diba,71,43,48,52,45,64,38,34,52,59,39,52,41,37,54,56,63,77,56,48,43,57,55,61,70,51,56,39,51,40,41,41,38,52,53,11,9,11,14,14,54,51,52,52,52,51,54,54,54,54,53,53,53,54,53,54,18
Adan George,80,48,41,51,18,48,31,53,40,47,40,46,41,28,31,49,78,81,76,55,72,45,51,53,50,40,34,17,58,50,51,42,16,14,20,10,6,14,11,10,54,53,53,53,53,53,54,53,46,53,40,36,40,39,32,39,17
Michael Edwards,55,27,32,32,52,65,28,20,52,38,26,22,21,28,33,35,56,55,50,40,41,47,68,63,71,20,52,48,29,26,30,43,52,54,50,11,8,9,13,13,39,33,33,33,33,33,34,37,38,37,47,48,47,49,54,49,16
Abbas Al Hassan,76,35,45,49,50,67,37,31,49,50,32,50,36,36,48,48,72,79,52,41,61,44,59,60,70,36,71,53,35,44,41,39,47,49,53,9,12,7,15,15,48,47,46,46,46,47,49,51,49,51,54,53,54,54,56,54,18
Sebastián Dávila,62,46,47,52,57,50,44,48,49,52,38,51,32,39,48,54,61,62,51,45,72,41,72,59,43,48,53,50,49,47,39,47,55,64,62,6,6,11,10,13,51,51,50,50,50,51,53,53,53,53,56,55,56,57,57,57,15
Asad Kasumovic,72,49,37,52,18,58,26,54,49,41,41,51,38,28,32,49,70,73,62,52,56,45,63,55,70,43,31,12,49,49,55,48,12,18,14,11,5,6,9,8,54,50,51,51,51,50,52,51,45,51,37,35,37,36,34,36,15
David Iordache,68,46,47,52,55,62,30,44,51,55,32,49,35,33,48,50,65,71,62,58,60,55,68,60,65,45,56,57,46,55,42,48,55,55,54,11,9,11,12,7,54,51,52,52,52,51,54,53,54,53,56,57,56,57,58,57,17
Cillian Heaney,65,51,47,53,31,39,51,56,39,48,44,56,41,30,41,51,69,62,51,38,72,60,35,38,44,35,30,24,46,49,54,44,23,41,26,14,8,12,8,9,52,52,51,51,51,52,52,53,47,53,43,40,43,42,37,42,15
Carlos Gavilán,65,50,50,49,36,55,43,50,60,59,38,48,35,35,54,43,63,67,58,53,70,57,64,59,50,45,58,37,57,48,50,49,30,31,43,10,10,11,8,15,55,52,52,52,52,52,54,54,52,54,49,48,49,48,46,48,17
Jinshuai Wang,58,54,46,46,24,52,20,10,15,16,9,12,13,12,16,16,25,23,36,38,34,35,53,29,45,8,23,14,13,29,16,32,13,16,12,58,54,46,52,46,22,19,19,19,19,19,21,21,21,21,21,22,21,21,23,21,53
Karanjit Singh,52,50,50,55,45,50,14,13,17,23,17,20,14,15,25,18,47,42,64,50,62,38,59,33,53,16,20,22,13,15,18,46,14,15,14,52,50,50,50,55,27,24,24,24,24,24,26,26,25,26,26,26,26,26,26,26,52
Oisin Gallagher,64,41,50,53,41,57,39,41,47,57,39,51,41,49,51,52,68,60,57,50,73,40,63,69,54,42,49,42,51,51,40,43,39,39,46,9,7,12,7,7,51,51,51,51,51,51,54,55,54,55,52,51,52,51,48,51,14
Fahad Al Dawsari,67,47,50,53,44,57,51,48,29,52,40,52,47,43,47,50,66,68,63,49,67,45,46,56,63,47,44,45,50,49,45,49,46,48,43,12,8,11,7,11,51,53,51,51,51,53,54,55,52,55,53,51,53,52,49,52,16
